chosen,rejected,source
"In an interview with David Letterman, Carter passed along an anecdote of a translation problem in Japan. Carter was speaking at a business lunch in Tokyo, where he decided to open his speech with a brief joke. He told the joke, then waited for the translator to announce the Japanese version. Even though the story was quite short, Carter was surprised by how quickly the interpreter was able to re-tell it. Even more impressive was the reaction from the crowd. Carter thought the story was cute, but not outright hilarious, yet the crowd broke right up. Carter was very flattered. After the speech, Carter wanted to meet the translator to ask him how he told the joke. Perhaps there is better way to tell the joke? When Carter asked how the joke had been told in Japanese, the translator responded, """"I told them, 'President Carter has told a very funny joke. Please laugh now.'","A Jewish young man was seeing a psychiatrist for an eating and sleeping disorder.   """"I am so obsessed with my mother... As soon as I go to sleep, I start dreaming, and everyone in my dream turns into my mother. I wake up in such a state, all I can do is go downstairs and eat a piece of toast.""""  The psychiatrist replies:  """"What, just one piece of toast, for a big boy like you?",jester
"A man, recently completing a routine physical examination receives a phone call from his doctor.  The doctor says, """"I have some good news and some bad news.""""  The man says, """"OK, give me the good news first.""""  The doctor says, """"The good news is, you have 24 hours to live.""""  The man replies, """"Shit!  That's the good news?  Then what's the bad news?""""  The doctor says, """"The bad news is, I forgot to call you yesterday.",Q. Did you hear about the dyslexic devil worshiper?   A. He sold his soul to Santa.,jester
"What a woman says:  """"This place is a mess!  C'mon, You and I need to clean up, Your stuff is lying on the floor and you'll have no clothes to wear, if we don't do laundry right now!""""  What a man hears:  blah, blah, blah, blah, C'mon blah, blah, blah, blah, you and I blah, blah, blah, blah, on the floor blah, blah, blah, blah, no clothes blah, blah, blah, blah, RIGHT NOW!",Q. What is orange and sounds like a parrot?    A. A carrot.,jester
"An explorer in the deepest Amazon suddenly finds himself surrounded by a bloodthirsty group of natives. Upon surveying the situation, he says quietly to himself, """"Oh God, I'm screwed.""""   The sky darkens and a voice booms out, """"No, you are NOT screwed. Pick up that stone at your feet and bash in the head of the chief standing in front of you.""""   So with the stone he bashes the life out of the chief. Standing above the lifeless body, breathing heavily looking at 100 angry natives...   The voice booms out again, """"Okay ..... NOW you're screwed.","Q.	What's O. J. Simpson's Internet address?  A.	Slash, slash, backslash, slash, slash, escape.",jester
The first rule of Passive Aggressive Club is... ...you know what? Never mind. It's FINE.,Whats the hardest part about cooking vegetables? Fitting the wheel chain in the oven.,haha
"An American tourist goes into a restaurant in Spain and orders the specialty of the house. When his dinner arrives, he asks the waiter what it is. """"These, senor,"""" replied the waiter in broken English, """"are the testicles of the bull killed in the ring today."""" The tourist swallowed hard but tasted the dish and thought it was delicious. So he comes back the next evening and orders the same item. When it is served, he says to the waiter, """"These testicles...are much smaller than the ones I had last night."""" """"Yes, senor,"""" replied the waiter, """"You see...the bull, he does not always lose.","Arnold Swartzeneger and Sylvester Stallone are making a movie about the lives of the great composers.   Stallone says """"I want to be Mozart.""""  Swartzeneger says: """"In that case...  I'll be Bach.",jester
"One Sunday morning William burst into the living room and said, """"Dad! Mom! I have some great news for you! I am getting married to the most beautiful girl in town. She lives a block away and her name is Susan."""" After dinner, William's dad took him aside. """"Son, I have to talk with you. Your mother and I have been married 30 years.. She's a wonderful wife but she has never offered much excitement in the bedroom, so I used to fool around with women a lot. Susan is actually your half-sister, and I'm afraid you can't marry her."""" William was heart-broken. After eight months he eventually started dating girls again. A year later he came home and very proudly announced, """"Dianne said yes! We're getting married in June."""" Again his father insisted on another private conversation and broke the sad news. """"Dianne is your half-sister too, William. I'm awfully sorry about this."""" William was furious! He finally decided to go to his mother with the news. """"Dad has done so much harm.. I guess I'm never going to get married,""""  he complained. """"Every time I fall in love, Dad tells me the girl is my half-sister."""" His mother just shook her head. """"Don't pay any attention to what he says, dear. He's not really your father.",If pro- is the opposite of con- then congress must be the opposite of progress.,jester
"A man approached a very beautiful woman in a large supermarket and asked, """"You know, I've lost my wife here in the supermarket. Can you talk to me for a couple of minutes?"""" """"Why?"""" """"Because every time I talk to a beautiful woman my wife appears out of nowhere.","What do you call an American in the finals of the world cup?  """"Hey Beer Man!",jester
"My girlfriend tried to take a selfie in the shower, but said it was too blurry. She has selfie steam issues.",Why are Muslims so good at driving at night? Because that's when they brake fast.,haha
How can you tell that your waitress is having a bad day? She has a tampon behind her ear and she can't find her pencil.,I'm watching the umbrella academy on Netflix and all of a sudden there's an earthquake!? It was totally Vanya. That bitch!,haha
"An engineer, a physicist and a mathematician are sleeping in a room. There is a fire in the room. The engineer wakes up, sees the fire, picks up the bucket of water and douses the fire and goes back to sleep.   Again there is fire in the room. This time, the physicist wakes up, notices the bucket, fills it with water, calculates the optimal trajectory and douses the fire in minimum amount of water and goes back to sleep.   Again there is fire. This time the mathematician wakes up.  He looks at the fire, looks at the bucket and the water and exclaims, """"A solution exists"""" and goes back to sleep.","A man went to apply for a job. After filling out all of his applications, he waited anxiously for the outcome.The employer read all his applications and said, """"We have an opening for people like you."""" """"Oh, great,"""" he said. """"What is it?"""" """"It's called the door!",jester
